planet_temp,log_H2O,log_CO2,log_CH4,log_CO,log_H2
1565.5425310123228,-3.3044587640360845,-5.066647184676127,-7.444956677661666,-4.412561921245891,-8.581817587906265
779.7396540131951,-5.160315828039872,-6.939841173145458,-8.739667560447199,-3.393910475060804,-6.27165622179097
1271.163639849325,-7.139173015604791,-6.275712972450785,-4.755456003062429,-3.0726142379926022,-4.823233470441538
186.5635630729305,-5.107536616945273,-4.670674256558772,-4.645692552244908,-4.619352140063306,-7.413372652729867
807.5891798432962,-6.744196041266953,-5.394439309461598,-8.027230935744367,-4.627216291805775,-7.619320380218931
828.6396536428824,-7.4782537798379956,-6.764954332279002,-4.266734227122892,-3.7153199049750176,-4.835036894723786
1419.6516382229763,-5.325679894956066,-4.5327153178769874,-3.659005210997609,-5.5330792129053314,-8.446295216250991
944.074470311854,-4.940546116316249,-6.50433891015232,-4.786912301523553,-4.857104787499225,-5.326971359338471
1749.3158349957162,-6.641806281617757,-8.183688865652153,-8.80098190743284,-4.762288169013672,-8.508912788371447
1370.7341134313135,-3.871819628961563,-5.057972836320324,-5.842975927765687,-3.619556976085601,-7.833383636499308
1512.8760501518966,-8.9449399230234,-5.768377197178041,-5.387459109822755,-4.199535580713572,-5.537071207016739
636.0445635087681,-8.736367588609431,-8.220792341851558,-5.401677201289191,-5.85195695730677,-7.421356381008545
1457.557997893446,-6.517407548388961,-4.174360955287021,-5.806510022738191,-5.220911990663911,-6.201522805634054
1388.7219096452857,-3.4802728241921086,-4.019458354926828,-3.71247682600954,-5.198804889551431,-8.355288226975048
1188.190038999747,-5.656776902827644,-7.610220096889513,-7.183826786276764,-3.710724935004184,-5.7460824342534975
1509.5106243348916,-4.426779592541212,-4.86396118417197,-7.380174948438734,-5.567072626976136,-6.76807177081463
1178.252794388655,-3.3700377860868063,-5.956393239551882,-3.064674687055178,-5.71351473270288,-5.946864835349727
1457.1780853305872,-3.739110406094346,-4.979252158733778,-5.898500123756158,-5.239869326130106,-7.543290581485306
836.0852036211496,-6.252661309836025,-6.016050220307927,-7.312318298003849,-5.841660438842691,-6.625675040758271
2843.667353096379,-3.911232648901861,-6.017257730249473,-8.663459483413137,-4.5228460285391,-6.655658913156083
282.02122658507875,-4.163286915375666,-7.723537026458766,-7.081100950853293,-4.695005494883175,-8.79030017908351
2058.2031539588584,-7.067151027711796,-6.680875436691097,-3.3222896152129966,-3.982384600451428,-7.582798786062313
1512.5568998032377,-6.344571299424345,-5.124733659463461,-8.877704305562267,-5.217369335118206,-7.935243272605619
883.8143181020778,-6.855829423550156,-6.686839372546218,-6.93721163026981,-5.812611163682877,-7.862692331799742
2334.8354093318308,-4.058295492025968,-7.104132269385525,-3.260545308050108,-5.20244180252825,-8.529352844512982
599.8082221060575,-4.403346503248761,-6.764027526866849,-3.8508089879654346,-5.993146385231494,-5.005803402009194
1288.1145866106865,-6.726554533987584,-7.938766614114762,-8.95510131386156,-3.8880791614901296,-8.730699941382788
1481.6377198713408,-7.5129347288680925,-8.073239862104275,-3.4997656052674437,-5.993443878178256,-8.760213069225678
565.7367593288207,-7.008470241151834,-6.84249841403446,-4.806942898175402,-3.17243803066748,-6.463698520368958
851.7990989749012,-5.441105218000789,-4.178290964372408,-3.8670852563075018,-4.489028899126727,-8.22428799708331
992.787720568654,-8.641205413935618,-6.562184015385567,-7.027088811472537,-4.6887563427523045,-5.32399356266694
2088.716170776461,-4.932390594711483,-4.498102454932453,-3.1037401791800345,-4.643784542880173,-5.927769449740194
581.1663085138514,-8.25143261724655,-8.494595440518435,-7.950957768756844,-4.733203738242814,-7.371599552483905
210.3190715446952,-7.067329484392643,-7.561181788509584,-4.594815413339922,-3.5990655856065352,-5.015605993674382
814.7048349513378,-5.483455231685095,-7.360768145725441,-3.2091661116184103,-4.467073809351505,-4.393092168256253
1880.819675651174,-3.9152964501185776,-7.636690369372433,-6.778704254988084,-5.570963086572457,-4.100950393573596
746.2911032756045,-8.898519907097638,-7.876677178986737,-7.050948417770487,-4.665555235407391,-4.122999321746219
1615.0801095159036,-5.235083564888197,-8.732879034479712,-4.793728150054291,-5.41149315961498,-6.73594628123985
1515.8882153147224,-7.53850612190251,-6.283683593605268,-8.6074455205279,-4.074878735944788,-4.167465429608173
801.4717907402405,-7.907817272528086,-8.067496577019089,-7.12707157039373,-5.390981771904652,-4.232940875424879
1926.351326235012,-8.34236836861328,-8.92269498302793,-4.932166590058017,-4.143882043083235,-6.573884521291385
1178.8779980035704,-7.39475167470016,-8.47769415989477,-7.131213592220968,-5.631261280308475,-6.859321414763665
1355.9292935784051,-8.365318051697875,-6.127466311125332,-6.644632926430302,-3.4128807176262037,-5.8685045803313365
1089.3497762603,-4.4949596276710775,-4.073086330031221,-6.27840030316297,-5.250943764934071,-4.150628097107452
423.18505544331714,-5.189054147821073,-7.640317254914013,-3.680854113233192,-3.7214128999078473,-8.520903553955675
1468.8951034214922,-7.077248780321527,-6.393090937669733,-7.004972011020039,-4.55398484433014,-8.80982353390621
1295.4619396102858,-6.35519484530009,-8.888550427825784,-4.597970701286338,-4.7746300823341485,-8.477256013765377
988.6662060940042,-6.833155255145828,-6.927403157445114,-8.905923229932712,-5.210350116370015,-8.586021530313056
3130.709962417857,-4.11993883299927,-5.208906734850674,-6.511644131125033,-5.458086119896139,-7.951365770518741
2761.077092813104,-6.3658899560971065,-4.099955369459278,-3.526886979514667,-5.641474053495722,-8.880460098154305
648.6138812137539,-8.650476591657622,-4.26826248262863,-6.390115985820592,-4.4630807857734425,-6.636469756268353
1344.5573224863244,-7.154028511801155,-8.508151474380755,-5.886831029277756,-3.827752907665959,-4.419686233575492
414.450666026429,-5.620151287429119,-4.084864434405554,-6.0808210214012455,-4.542774703801127,-7.167409994846588
1286.4259019664764,-8.538321608189275,-4.974642810015453,-4.177768405967296,-3.929569437994875,-6.881436174029651
323.8151222800496,-4.91323466574945,-6.882669736366399,-6.86665455318782,-4.059000282388551,-4.652658881426685
1533.1893677069,-8.291799213794919,-6.708975265217324,-3.553642581972981,-3.364876763697476,-8.031836952928233
2338.5003104553366,-3.0583342032176475,-5.616455280605251,-4.5644153386625295,-3.577705635776351,-7.941104919770763
1767.2245107820822,-8.612627280562164,-7.7515108161773085,-4.048727041403849,-3.7836516889333134,-5.50710027664082
764.264210639688,-5.612230178056659,-4.2000785450335325,-6.812017068860814,-4.7366449703337,-4.309527961299288
1076.9884405490552,-8.625714679411491,-7.633296100068849,-3.018524786964542,-3.572230892182501,-7.663070284447517
580.4468187829025,-5.132501238393058,-8.313351321873531,-5.118665603584269,-4.015232453445802,-8.563425888459347
981.2642032409352,-6.219144799511379,-4.635074239124329,-5.7768451464584745,-4.414762833373222,-4.855229356404732
1127.6411974285736,-5.749753386185538,-7.577213203079579,-3.672812103396378,-5.589416147834029,-6.038789239375278
1538.812623474218,-4.018677852821653,-6.274071903802206,-6.766133785362882,-4.630841971524787,-5.268832934319706
722.6907689136555,-6.433361928394564,-5.449570035911377,-8.635328554650515,-5.572648079149926,-7.977503810227822
1517.000936978973,-5.5831144114408255,-4.126375993515138,-4.795662967434891,-5.767908894356753,-8.343793377124744
321.7239497307657,-3.559258446868621,-4.4181778050732,-6.406242083066021,-3.964070057346965,-6.803578488930198
1230.274531870834,-5.22155018133755,-5.040256885150616,-7.457874548715602,-3.3857360264759544,-8.068406846211424
335.69539859870093,-7.535503001920551,-7.654368884432106,-5.383449484531994,-4.530956091413624,-5.675386703146085
816.1824006974862,-8.131515782737626,-5.460026712617486,-3.643366531793253,-5.820470623990868,-6.265355731954803
974.010171492953,-8.218212232682493,-5.866268903320171,-7.635528737452368,-3.83369471996384,-8.876524672003754
1101.3905054913653,-4.227807881910082,-5.613737834654566,-3.68492955104072,-4.714818882826213,-6.324749600850128
809.7088841570658,-6.27065023210759,-6.8819818831869854,-5.184500566078107,-3.036130284614265,-7.810881931488545
1966.157983647307,-7.683826197860661,-6.51184615195128,-7.592475285625952,-5.990018074242878,-6.464446654829623
2163.2866324216548,-3.822484651629837,-7.685553091653101,-6.5191561272931375,-5.135145995593133,-6.415240338390315
794.1065748210227,-6.659468683837828,-5.821880870951827,-7.662769265892447,-3.3926938177904047,-7.6905125066147155
779.0327102898345,-7.712142882126005,-4.015526716705997,-3.4470510073954976,-4.051888342760039,-4.235095298427235
899.3379029355359,-6.082060804195823,-8.414820916422805,-8.866123749289883,-5.396027358079503,-6.25629856967506
475.5516952072911,-3.093717609691581,-8.953156159724108,-7.538749685680086,-5.9366074364294965,-5.138986326477259
1057.093059409394,-8.989478492334488,-7.5753303825660785,-4.913543910181213,-5.529809311120198,-7.8922827646111795
1866.2358857661245,-8.152252427949607,-7.346171233149489,-4.862759391191629,-5.660131153919028,-4.602538876015767
942.7044887239427,-7.688981294240103,-6.741093370688548,-3.853192396384213,-5.141422704668769,-5.725706633115573
469.25585230812817,-7.493553605006166,-8.192328244098862,-5.680848239932315,-4.377659745160821,-5.9501178243620325
554.0681738060086,-3.173842814893499,-5.620044039990043,-5.33318935430495,-5.452204255366881,-6.543104864718986
1944.5214011005028,-8.191509066014197,-4.762910850856261,-8.02096781522105,-5.522083502851366,-5.32194767929168
1401.766967833992,-7.942532182489732,-5.990981229907076,-7.339770762970343,-5.6075427930959645,-6.7713631873567
419.7392900551484,-5.29714464866972,-8.862231654709577,-4.283377860689472,-4.831502895817634,-7.682973720031573
472.1542855870056,-7.417296029583318,-7.718720045890958,-5.974901588138198,-4.467854570285018,-4.329353780457024
2089.2725712520432,-8.112901229052355,-6.281365269892268,-7.173760492563375,-3.238949330604242,-8.490211429653797
797.3714812413496,-3.6108509452783935,-8.771364876122671,-4.776287149154729,-5.59299168354908,-6.189277780902176
1265.6656899509037,-8.386652602725864,-7.1537464059482,-6.805734252953234,-3.4303325763793024,-8.855690744153941
292.5271595565033,-5.888711813799816,-6.299456063403186,-4.915960064898933,-4.635136485903891,-6.520967608427982
1157.0812197115226,-3.044541894415506,-4.5715950002068,-4.3133961264945375,-4.558372140158896,-6.654878886810503
499.29275513056615,-4.714518745126393,-7.677876232154111,-8.407951074812457,-5.884582928114868,-5.728341888401032
2780.359380910873,-8.634327860370023,-8.578381594780975,-6.975750955769923,-5.09724928292244,-5.602222487728522
1700.5407884196804,-7.012574202342097,-4.388211234363218,-6.8362641899542735,-4.205472808866919,-7.028480446367745
1188.8471783692164,-4.882429767217352,-5.877498325687396,-4.328250105869172,-4.4285865321265145,-4.022674508308765
790.8127808536418,-8.5627781909946,-7.236711506652207,-8.771915720050474,-3.846679868334452,-5.978629406130887
649.1110716450021,-8.451506111302901,-8.9526428449331,-4.299398888726799,-5.490011146324304,-8.574458789348936
1370.9061163260496,-6.311463676921006,-4.153148495210573,-4.4610777835320325,-5.851876403784279,-4.753345707462039
2057.2017219179747,-3.912947000408689,-6.9044035025966926,-3.670809542640341,-4.657257038778536,-7.319656520168387
1160.0945943548468,-6.104654423385688,-8.20636719969419,-6.84872824489649,-4.002420156530143,-6.208750507900055
917.5166995704384,-3.350613854001816,-4.467921943650782,-7.778314709813221,-5.034091776980521,-6.321723267197672
808.3357999106702,-6.083340435456103,-8.261670029276253,-7.843579795411138,-5.694903357452018,-8.442732412113438
1339.062459584535,-6.694941772932318,-6.409503416302504,-7.81626141504692,-5.493132895569472,-8.106172705416581
409.9809555990743,-7.601408307425221,-5.358708665838473,-8.046058979942865,-3.0903803453141103,-5.744330050261953
872.4404685184691,-7.187077060715678,-4.674096133848581,-4.355372051277758,-4.039329504631787,-4.164463976537905
1132.0717271865883,-4.118823376310168,-5.723273302393212,-5.668432120079704,-5.714854681267358,-4.620840657373719
1148.2820365929751,-4.193573643742302,-4.053402870520576,-7.743651909238535,-3.621396019656477,-6.638424182538079
634.5682270306379,-8.284133759781517,-5.8011626927789255,-3.5002872166160923,-3.914905193421054,-8.507464592604048
367.8871085498529,-8.240376442576675,-8.007346741991682,-8.00633703216411,-4.576299319599345,-7.951820235473299
543.688200722306,-3.344322740010952,-8.560790148254044,-3.5961887955067056,-4.496661373863429,-8.018382013158126
1185.236742506691,-3.993081458275436,-8.32713588482106,-5.055132123787841,-5.213845566903836,-6.090655534260948
1338.5554140164686,-7.6197992816253715,-8.710449358700789,-4.460789455303271,-5.387012274724256,-7.308739975766857
997.575362903492,-7.90180834113785,-8.384697366944662,-4.249335621040054,-3.315166296703397,-6.649048012606778
1551.0957812366664,-3.0223875638048368,-7.8109790244887805,-3.095856098426217,-4.675611338272934,-4.995486427560387
462.7586098292071,-4.396087950743391,-4.757748120611336,-3.044834144938748,-3.5017057560219955,-6.780926461252873
659.130169255307,-8.391759015872655,-6.9554617022515,-6.839814323166896,-5.53943102411986,-5.851715476400523
1642.8037897239822,-6.240224317404901,-7.006345301654016,-7.264807549255021,-3.813349206085675,-5.046816783532211
1574.3496992505836,-6.718348939458009,-6.846521682655687,-4.831070369745653,-5.401279238133413,-6.220916326190636
1444.942468882598,-7.54476840716395,-4.313677420784847,-5.07493784773057,-5.492159423620989,-4.962443143786043
358.2174374222169,-6.070701126697177,-7.180264939708684,-7.982298559952598,-4.451447577661744,-8.23329470367352
1443.7085807832177,-6.580863425067008,-4.809997612326785,-3.809218500673685,-4.690592798624547,-6.685513547921426
1638.9174932133562,-6.307412417383745,-7.257491765743376,-8.390428761527152,-3.087552732363575,-6.8501878130883735
797.3177991295752,-3.222798698789168,-7.962251062199309,-4.655848807398128,-5.699778981054726,-7.374289741435085
714.6288436675173,-8.013788847575077,-5.41620576407127,-6.308304364872591,-5.317097334427172,-8.716682829953776
1668.509949328978,-4.405889588893354,-7.064683484447935,-3.063760194520034,-5.736599200511754,-7.190924805035859
1361.3424105479749,-6.80543231872669,-4.9858762949406605,-7.91094888532217,-4.626280277177849,-7.317428156426917
146.99857782557018,-4.833144451960848,-8.860460439112133,-7.175078947089095,-4.525680816512441,-6.106968408350186
1890.4342178847264,-3.622050674517945,-7.942463653790816,-3.772244043886271,-4.585607127546952,-8.046261503029099
1089.3497762603,-5.150675496992221,-8.81838136616313,-6.95635028992753,-3.851791430492456,-8.097942643816758
667.9535456723935,-7.07015810138165,-6.99691464847367,-3.0080253195032363,-5.931425190577722,-8.230521447098637
1873.4797204239849,-3.088497004189507,-5.899093306860805,-3.78492341681096,-5.258684420487077,-7.405713424091141
1697.2269644669516,-8.399794239914211,-5.092131802255481,-5.77730843205287,-4.11161943414979,-6.773729239696676
1440.6926575900493,-5.223707630706366,-6.696681370113511,-7.951857885032502,-5.583903840329796,-4.80285146774075
1333.328977792865,-7.315841591489582,-8.553743915176513,-8.58945562812114,-3.97575170019875,-6.741889284095229
556.2523054425689,-8.046007555913091,-7.810214895727038,-5.435245190503334,-4.0332311819710505,-8.875186135523123
528.8996949750357,-4.339270343694552,-4.90489924545843,-8.889219355472962,-5.524627317441911,-6.005541946340234
2067.901364473204,-4.633851268563518,-6.374791849951404,-8.042149933680378,-4.72965689837666,-8.506374742992673
1362.6117092056097,-5.555299876138024,-8.258351045205611,-8.244695405510384,-5.426874299065325,-7.750237697910239
868.0871310283405,-6.25939728242103,-5.677051505192361,-7.03700992624153,-4.648497682996107,-5.43373672515389
747.1994029625521,-7.026950081764483,-6.7813773518474525,-3.867500761481365,-3.942748170471408,-7.2203721640960605
1473.6416731047275,-3.807171628455341,-6.536977209767309,-3.229021743485534,-3.187490157541132,-5.153941462478619
645.0879687541872,-4.616048472953541,-4.817225524896995,-8.850862456058836,-5.882276039507801,-8.10945679897749
525.966013800811,-7.49417157123663,-4.400294051426087,-4.886989546815186,-3.0647367159359624,-7.675323144196949
1093.517154045962,-5.156196124098718,-8.434059986908995,-6.522234874647193,-4.1508104882951145,-5.861811356785746
256.557501079576,-6.569039942298516,-8.063294779392127,-8.36843307809567,-4.530116944387137,-6.183811689634721
440.1728031828406,-7.716813343145194,-6.92588445412791,-3.961291967279372,-5.120719672703703,-6.6965653999870405
2477.8867463037413,-5.1322145657744205,-4.519712824761627,-3.902174375627419,-3.728200005165871,-7.399256162776458
721.4890980905543,-4.580439075889447,-6.235738046855058,-3.143520266530873,-4.366476256572823,-8.512807265264492
1218.1448351578915,-5.28574215869925,-5.839250906755714,-6.789456008607552,-5.224876380389079,-4.335153391783066
886.5731234797564,-5.926504297060258,-7.982793606137618,-7.13406722847753,-4.069386180118432,-6.250061216075959
529.6328910088667,-5.249255222053751,-7.746031042230674,-4.247190381254377,-5.765878318292713,-5.694167980106316
496.6744845289331,-5.908429611417113,-7.458469416834573,-7.223578360263205,-4.230131680881145,-4.799509285417245
2163.2866324216548,-7.923208447142531,-4.819812021860773,-5.17738937024701,-5.648426608800894,-6.296931644668707
834.8849968744914,-5.63013734666041,-6.861868602331475,-6.868698097997229,-4.49877635300731,-5.256786491606138
1232.599392466513,-5.340262215696782,-4.465103932766419,-4.25278393353514,-3.258470141706489,-5.664127836576424
2099.1555708360497,-3.827768981964292,-6.019360674746113,-7.909358409732825,-3.97804251777501,-7.443918622168397
340.94595494331134,-5.095065029418495,-6.92114295619024,-6.709327198479289,-3.38103386206041,-8.941417393543286
725.9534629886737,-6.3653632196344345,-8.55706935564869,-5.92859989114207,-3.8259543444178816,-6.265809160043949
419.16104869747545,-5.947464507120427,-5.451953577984808,-7.156391302722452,-3.0849924920645586,-4.246342561996975
2315.919712992459,-6.036863029709062,-7.680483329195882,-3.7878366739537954,-5.992001137344821,-7.452190908065832
683.3754197006598,-4.808941351827961,-4.73215343941195,-7.802308503922706,-4.475031878057335,-6.909627628841605
894.1319500615535,-4.112621761235271,-5.474851619850128,-3.4763653224260054,-5.077660747689752,-6.587059200615532
1712.9884493443535,-4.910796771374209,-7.395706787807756,-4.0348398519445405,-5.432505487335167,-7.174118907800736
283.1048573792164,-7.505973568822468,-5.1309449623091234,-3.544573266809751,-3.5665922604728006,-4.827785286382008
823.741249849092,-4.090052634246601,-8.072332743506838,-7.451299099257915,-5.701079367353135,-4.715504893640893
1226.2717567359873,-5.212693432161238,-4.792327841948106,-4.843872747351846,-3.1104667714783427,-4.058436496055847
891.9048535689835,-6.495588438749931,-8.285178597973786,-8.490598928577867,-3.1930460214218623,-7.721572216874305
1005.2998242432644,-3.075818124833372,-4.19664606382463,-8.014471106351873,-3.115122598799596,-7.92450188416098
1445.6144421060085,-7.694664049656315,-4.8392277037932985,-6.342493609368123,-3.896240918947825,-4.944609248865668
1148.0891375511358,-7.07194816432442,-5.082337771563784,-5.561980251183639,-3.604387021641026,-7.0491566496958615
472.7010365234276,-5.4330031722841525,-6.307551635767249,-4.656024021758347,-4.4826611036225135,-7.728772540025572
561.1864522957571,-7.250028859675126,-5.052880412848396,-7.764558033185343,-4.725893069346361,-8.715985522516712
1229.7576657323507,-8.338014360257976,-6.840231233109742,-3.979677366809456,-3.705391559369286,-7.643490759996213
837.3733849876959,-8.89793193163268,-7.260142157291939,-5.814210678369745,-3.8038387085943057,-5.292184585093136
810.5237538120975,-6.002396178178021,-4.607444010321539,-5.452148600241248,-3.688344371929976,-7.277373831896855
992.725079534497,-4.702138647482418,-7.605087791705613,-8.993304932439765,-4.682306845211909,-5.838897095110546
1027.7319408197266,-4.196649485264078,-7.396005292067504,-7.0959612278406645,-4.784525689727241,-4.044420339851511
531.4707901606193,-7.917497603360572,-8.563953658959964,-6.068986750982667,-4.544670229977935,-6.680694590315936
1825.2606800053225,-3.820293117183288,-6.896215968058746,-5.203268992822814,-5.09599624401778,-7.038307304825452
812.3322680384058,-4.170747239047048,-7.428728855496799,-6.081767305071358,-4.062061147137301,-7.47390089452101
1334.614425946343,-8.021892693785219,-6.284549567618394,-7.776488759665713,-5.44567003862142,-7.668314739073184
419.16104869747545,-7.833890809455897,-7.235806371634006,-5.952402147446184,-4.553222715492418,-7.023323880873951
720.6397995761091,-7.684439436923295,-7.388578533751286,-4.595401208869082,-4.043026635627574,-5.047277190601078
504.0982729320086,-4.913920707951846,-4.333008501659025,-3.48224573417973,-5.882286003943165,-7.935073199021711
1102.6830745230918,-7.640490476270802,-6.505934919711998,-5.6613732798234135,-4.456136702626173,-7.544928945182161
816.2995225871624,-6.01000034932583,-6.941745755289703,-3.945759907432993,-5.097969400655969,-6.923331851438044
772.2013401329134,-5.895664010236027,-5.575029514219869,-5.08278942652222,-4.119352190541258,-4.337256406445432
856.6650007752097,-4.854395339963139,-7.729160253547923,-5.644979784317718,-4.499103548973542,-6.686818300854288
2337.1119142429607,-3.6520650743756793,-6.778192226323691,-4.03548687786321,-5.341081513426506,-4.713876916809702
707.9492039408628,-5.223558463486276,-8.22286129269855,-3.880477555337048,-3.73526923822798,-5.834928158288284
711.8977883961501,-3.267528802185089,-4.457635559418125,-7.554887110576682,-5.444750166813448,-5.877113251564179
513.3551044734556,-7.381390812418856,-7.926038049711847,-8.644569556245383,-5.496017534139932,-7.81833348268197
520.3668196935729,-4.278391862367504,-8.0426172494708,-6.25609501075254,-4.177556642969701,-4.055915018501519
634.6825734631202,-8.690083361695047,-4.957811438129833,-6.55014107180351,-3.839062862860256,-8.768517347816132
583.0226715586352,-8.171272618324842,-5.557932384375775,-6.745806980965984,-3.2002930042871127,-7.739032249202811
1195.236245522223,-7.066691338858001,-6.716660589154126,-5.945348557452173,-5.080466118721984,-6.037277275599306
801.1421654761217,-8.657168710093185,-8.306916025575532,-4.35614342733242,-5.804399091942882,-7.521969751180812
519.8540115767768,-7.068879473013989,-8.448740197800346,-3.569643345278691,-3.816684412980534,-8.20743575751264
4605.452647818185,-8.337136895564523,-5.937541080457151,-8.595665656463456,-3.7794019847588696,-5.2320791365290304
1318.4947852617686,-7.19690732546211,-8.494847695785605,-7.757948452311183,-5.99249557803428,-8.806940935544985
1534.1391965168496,-8.58808762487561,-4.871253296339197,-7.371349098027004,-4.299228269595735,-6.02812688833501
830.0070325663147,-4.089373621111619,-8.806261521707166,-6.78206044967509,-5.2345735854176025,-4.48622357414393
1108.4881109756632,-4.401015507381895,-5.258593353510855,-7.198087130208744,-5.329583633852396,-4.525681855162448
372.684847118428,-8.50484568072261,-4.014258709225341,-3.67132238986453,-3.87037451280803,-4.750112353327619
581.2269009202317,-4.833851874670312,-7.564618077476194,-3.69887979355804,-4.4553391460979,-7.475817372906415
1552.8923977547206,-8.946873536004858,-8.195824111923152,-7.19071095930076,-3.882123119001906,-8.811907959736748
798.9275957595706,-6.502528243457299,-6.761548932213714,-6.600035373293861,-4.178613774372119,-4.882700276374789
946.4153114732997,-4.541681639638131,-5.4564409747238924,-3.653425737924546,-4.749691638976547,-4.742513125550635
